location_name,datetime_local,date,temp_meteostat_hourly,humidity_meteostat_hourly,precipitation_meteostat_hourly,wind_speed_meteostat_hourly,pressure_meteostat_hourly,cloud_cover_meteostat_hourly
Dubai Motor City,2024-08-06 16:00:00,2024-08-06,37.7,48,0.0,21.0,996.6,3
Dubai Motor City,2024-08-06 17:00:00,2024-08-06,37.0,49,0.0,17.5,996.0,6
Dubai Motor City,2024-08-06 18:00:00,2024-08-06,36.7,46,0.0,19.6,996.0,6
Dubai Motor City,2024-08-06 19:00:00,2024-08-06,36.8,44,0.0,12.5,996.5,4
Dubai Motor City,2024-08-06 20:00:00,2024-08-06,36.7,48,0.0,12.0,997.3,4
Dubai Motor City,2024-08-06 21:00:00,2024-08-06,36.0,52,0.0,8.5,997.3,3
Dubai Motor City,2024-08-06 22:00:00,2024-08-06,36.3,54,0.0,7.2,998.4,1
Dubai Motor City,2024-08-06 23:00:00,2024-08-06,35.7,54,0.0,5.0,998.3,3
Dubai Motor City,2024-08-07 00:00:00,2024-08-07,35.7,53,0.0,4.2,998.0,3
Dubai Motor City,2024-08-07 01:00:00,2024-08-07,36.0,50,0.0,9.9,997.3,4
Dubai Motor City,2024-08-07 02:00:00,2024-08-07,35.5,52,0.0,10.1,997.3,4
Dubai Motor City,2024-08-07 03:00:00,2024-08-07,34.7,55,0.0,9.3,997.0,3
Dubai Motor City,2024-08-07 04:00:00,2024-08-07,34.8,52,0.0,12.5,997.4,3
Dubai Motor City,2024-08-07 05:00:00,2024-08-07,34.5,52,0.0,12.0,997.3,4
Dubai Motor City,2024-08-07 06:00:00,2024-08-07,34.7,51,0.0,19.6,998.0,4
Dubai Motor City,2024-08-07 07:00:00,2024-08-07,34.0,57,0.0,16.6,998.1,2
Dubai Motor City,2024-08-07 08:00:00,2024-08-07,35.0,52,0.0,20.9,998.0,2
Dubai Motor City,2024-08-07 09:00:00,2024-08-07,35.3,58,0.0,14.8,998.3,3
Dubai Motor City,2024-08-07 10:00:00,2024-08-07,37.4,48,0.0,14.9,998.4,3
Dubai Motor City,2024-08-07 11:00:00,2024-08-07,39.0,43,0.0,5.8,998.0,3
Dubai Motor City,2024-08-07 12:00:00,2024-08-07,39.3,42,0.0,8.5,997.3,4
Dubai Motor City,2024-08-07 13:00:00,2024-08-07,39.6,43,0.0,13.9,997.6,6
Dubai Motor City,2024-08-07 14:00:00,2024-08-07,38.7,47,0.0,22.7,997.0,5
Dubai Motor City,2024-08-07 15:00:00,2024-08-07,39.7,43,0.0,21.5,996.3,5
Dubai Motor City,2024-08-07 16:00:00,2024-08-07,38.7,45,0.0,21.0,996.5,4
Dubai Motor City,2024-08-07 17:00:00,2024-08-07,38.7,43,0.0,19.3,996.3,4
Dubai Motor City,2024-08-07 18:00:00,2024-08-07,38.0,44,0.0,17.5,996.0,4
Dubai Motor City,2024-08-07 19:00:00,2024-08-07,36.5,56,0.0,16.2,996.6,4
Dubai Motor City,2024-08-07 20:00:00,2024-08-07,36.0,59,0.0,10.6,997.3,3
Dubai Motor City,2024-08-07 21:00:00,2024-08-07,36.0,58,0.0,9.9,998.0,3
Dubai Motor City,2024-08-07 22:00:00,2024-08-07,36.3,54,0.0,5.8,998.4,2
Dubai Motor City,2024-08-07 23:00:00,2024-08-07,36.7,55,0.0,11.1,998.3,2
Dubai Motor City,2024-08-08 00:00:00,2024-08-08,35.7,57,0.0,16.0,998.0,2
Dubai Motor City,2024-08-08 01:00:00,2024-08-08,35.1,60,0.0,14.3,997.9,2
Dubai Motor City,2024-08-08 02:00:00,2024-08-08,34.7,61,0.0,12.5,997.3,2
Dubai Motor City,2024-08-08 03:00:00,2024-08-08,34.0,60,0.0,17.5,997.0,2
Dubai Motor City,2024-08-08 04:00:00,2024-08-08,33.7,62,0.0,20.9,997.1,2
Dubai Motor City,2024-08-08 05:00:00,2024-08-08,33.0,66,0.0,21.5,997.3,1
Dubai Motor City,2024-08-08 06:00:00,2024-08-08,33.0,63,0.0,25.9,997.3,2
Dubai Motor City,2024-08-08 07:00:00,2024-08-08,33.3,62,0.0,24.1,998.5,2
Dubai Motor City,2024-08-08 08:00:00,2024-08-08,34.0,60,0.0,19.8,998.3,0
Dubai Motor City,2024-08-08 09:00:00,2024-08-08,36.0,52,0.0,21.9,999.0,1
Dubai Motor City,2024-08-08 10:00:00,2024-08-08,37.2,48,0.0,22.8,998.7,1
Dubai Motor City,2024-08-08 11:00:00,2024-08-08,39.0,43,0.0,20.4,998.3,1
Dubai Motor City,2024-08-08 12:00:00,2024-08-08,40.7,37,0.0,13.5,998.0,1
Dubai Motor City,2024-08-08 13:00:00,2024-08-08,41.3,37,0.0,11.7,997.3,1
Dubai Motor City,2024-08-08 14:00:00,2024-08-08,42.7,35,0.0,12.2,996.3,0
Dubai Motor City,2024-08-08 15:00:00,2024-08-08,42.0,38,0.0,19.1,996.3,0
Dubai Motor City,2024-08-08 16:00:00,2024-08-08,41.2,44,0.0,18.8,995.7,0
Dubai Motor City,2024-08-08 17:00:00,2024-08-08,41.7,39,0.0,20.3,995.3,1
Dubai Motor City,2024-08-08 18:00:00,2024-08-08,40.5,42,0.0,24.1,996.3,1
Dubai Motor City,2024-08-08 19:00:00,2024-08-08,38.2,47,0.0,25.9,996.6,1
Dubai Motor City,2024-08-08 20:00:00,2024-08-08,36.7,50,0.0,21.4,997.3,1
Dubai Motor City,2024-08-08 21:00:00,2024-08-08,35.7,53,0.0,23.6,997.3,1
Dubai Motor City,2024-08-08 22:00:00,2024-08-08,35.0,54,0.0,22.2,998.3,1
Dubai Motor City,2024-08-08 23:00:00,2024-08-08,34.5,55,0.0,20.1,998.3,1
Dubai Motor City,2024-08-09 00:00:00,2024-08-09,33.7,57,0.0,21.4,998.3,1
Dubai Motor City,2024-08-09 01:00:00,2024-08-09,33.6,57,0.0,21.7,998.1,1
Dubai Motor City,2024-08-09 02:00:00,2024-08-09,33.7,55,0.0,22.7,998.3,0
Dubai Motor City,2024-08-09 03:00:00,2024-08-09,33.7,56,0.0,25.0,998.3,0
Dubai Motor City,2024-08-09 04:00:00,2024-08-09,33.2,58,0.0,28.6,998.7,0
Dubai Motor City,2024-08-09 05:00:00,2024-08-09,32.7,64,0.0,28.8,999.3,0
Dubai Motor City,2024-08-09 06:00:00,2024-08-09,32.7,64,0.0,29.0,999.3,0
Dubai Motor City,2024-08-09 07:00:00,2024-08-09,32.9,64,0.0,27.4,1000.1,0
Dubai Motor City,2024-08-09 08:00:00,2024-08-09,34.0,61,0.0,27.3,1000.3,0
Dubai Motor City,2024-08-09 09:00:00,2024-08-09,35.0,59,0.0,27.4,1000.3,0
Dubai Motor City,2024-08-09 10:00:00,2024-08-09,37.1,51,0.0,27.4,1000.7,0
Dubai Motor City,2024-08-09 11:00:00,2024-08-09,39.0,44,0.0,27.8,1000.3,0
Dubai Motor City,2024-08-09 12:00:00,2024-08-09,40.7,39,0.0,22.4,1000.3,0
Dubai Motor City,2024-08-09 13:00:00,2024-08-09,40.5,40,0.0,24.1,999.6,0
Dubai Motor City,2024-08-09 14:00:00,2024-08-09,41.0,38,0.0,24.2,999.3,0
Dubai Motor City,2024-08-09 15:00:00,2024-08-09,41.7,37,0.0,20.4,999.0,1
Dubai Motor City,2024-08-09 16:00:00,2024-08-09,41.9,37,0.0,20.9,998.4,1
Dubai Motor City,2024-08-09 17:00:00,2024-08-09,40.7,39,0.0,21.4,998.3,2
Dubai Motor City,2024-08-09 18:00:00,2024-08-09,39.5,44,0.0,24.6,998.3,2
Dubai Motor City,2024-08-09 19:00:00,2024-08-09,37.6,47,0.0,24.1,999.3,3
Dubai Motor City,2024-08-09 20:00:00,2024-08-09,35.5,52,0.0,23.2,999.3,0
Dubai Motor City,2024-08-09 21:00:00,2024-08-09,34.7,54,0.0,24.6,1000.0,0
Dubai Motor City,2024-08-09 22:00:00,2024-08-09,34.2,56,0.0,20.1,1000.3,0
Dubai Motor City,2024-08-09 23:00:00,2024-08-09,33.7,57,0.0,15.9,1000.3,0
Dubai Motor City,2024-08-10 00:00:00,2024-08-10,33.0,59,0.0,24.1,1000.3,1
Dubai Motor City,2024-08-10 01:00:00,2024-08-10,32.7,62,0.0,24.4,1000.4,1
Dubai Motor City,2024-08-10 02:00:00,2024-08-10,32.7,63,0.0,25.9,999.3,0
Dubai Motor City,2024-08-10 03:00:00,2024-08-10,32.7,64,0.0,27.8,999.3,0
Dubai Motor City,2024-08-10 04:00:00,2024-08-10,32.4,64,0.0,24.6,1000.3,0
Dubai Motor City,2024-08-10 05:00:00,2024-08-10,32.0,64,0.0,22.7,1000.3,1
Dubai Motor City,2024-08-10 06:00:00,2024-08-10,31.7,64,0.0,15.9,1000.3,1
Dubai Motor City,2024-08-10 07:00:00,2024-08-10,32.4,62,0.0,17.2,1001.6,2
Dubai Motor City,2024-08-10 08:00:00,2024-08-10,33.7,57,0.0,25.1,1001.3,2
Dubai Motor City,2024-08-10 09:00:00,2024-08-10,35.0,53,0.0,23.2,1002.0,2
Dubai Motor City,2024-08-10 10:00:00,2024-08-10,36.3,48,0.0,21.7,1001.8,2
Dubai Motor City,2024-08-10 11:00:00,2024-08-10,38.0,42,0.0,18.8,1001.3,1
Dubai Motor City,2024-08-10 12:00:00,2024-08-10,39.7,37,0.0,11.7,1001.0,1
Dubai Motor City,2024-08-10 13:00:00,2024-08-10,40.6,35,0.0,13.8,1000.0,3
Dubai Motor City,2024-08-10 14:00:00,2024-08-10,41.0,34,0.0,7.2,999.3,3
Dubai Motor City,2024-08-10 15:00:00,2024-08-10,42.5,33,0.0,15.5,998.3,3
Dubai Motor City,2024-08-10 16:00:00,2024-08-10,41.8,33,0.0,12.0,998.2,1
Dubai Motor City,2024-08-10 17:00:00,2024-08-10,39.7,49,0.0,21.3,997.3,3
Dubai Motor City,2024-08-10 18:00:00,2024-08-10,39.0,50,0.0,19.6,998.0,3
Dubai Motor City,2024-08-10 19:00:00,2024-08-10,37.5,54,0.0,16.2,998.2,2
Dubai Motor City,2024-08-10 20:00:00,2024-08-10,38.0,50,0.0,14.9,998.3,2
Dubai Motor City,2024-08-10 21:00:00,2024-08-10,37.5,46,0.0,17.0,998.3,2
Dubai Motor City,2024-08-10 22:00:00,2024-08-10,35.9,52,0.0,17.5,999.5,1
Dubai Motor City,2024-08-10 23:00:00,2024-08-10,35.5,52,0.0,14.9,999.3,1
Dubai Motor City,2024-08-11 00:00:00,2024-08-11,34.7,54,0.0,16.5,999.3,1
Dubai Motor City,2024-08-11 01:00:00,2024-08-11,34.7,53,0.0,15.2,998.8,3
Dubai Motor City,2024-08-11 02:00:00,2024-08-11,34.5,55,0.0,14.0,998.3,2
Dubai Motor City,2024-08-11 03:00:00,2024-08-11,33.5,61,0.0,14.3,998.3,2
Dubai Motor City,2024-08-11 04:00:00,2024-08-11,33.0,61,0.0,15.2,998.6,1
Dubai Motor City,2024-08-11 05:00:00,2024-08-11,32.7,60,0.0,18.1,999.0,2
Dubai Motor City,2024-08-11 06:00:00,2024-08-11,33.0,60,0.0,19.1,999.4,2
Dubai Motor City,2024-08-11 07:00:00,2024-08-11,32.6,62,0.0,16.7,999.6,1
Dubai Motor City,2024-08-11 08:00:00,2024-08-11,34.0,59,0.0,16.2,999.3,2
Dubai Motor City,2024-08-11 09:00:00,2024-08-11,36.0,50,0.0,15.7,999.3,2
Dubai Motor City,2024-08-11 10:00:00,2024-08-11,37.8,43,0.0,12.8,999.7,1
Dubai Motor City,2024-08-11 11:00:00,2024-08-11,39.7,38,0.0,10.8,999.3,1
Dubai Motor City,2024-08-11 12:00:00,2024-08-11,41.7,32,0.0,8.0,998.3,1
Dubai Motor City,2024-08-11 13:00:00,2024-08-11,41.1,37,0.0,15.2,997.6,1
Dubai Motor City,2024-08-11 14:00:00,2024-08-11,40.0,45,0.0,22.7,997.0,0
Dubai Motor City,2024-08-11 15:00:00,2024-08-11,39.7,41,0.0,22.2,996.3,1
Dubai Motor City,2024-08-11 16:00:00,2024-08-11,38.9,46,0.0,23.1,996.3,1
Dubai Motor City,2024-08-11 17:00:00,2024-08-11,39.5,44,0.0,21.5,996.0,1
Dubai Motor City,2024-08-11 18:00:00,2024-08-11,38.7,44,0.0,16.7,996.0,2
Dubai Motor City,2024-08-11 19:00:00,2024-08-11,37.6,49,0.0,12.5,995.9,2
Dubai Motor City,2024-08-11 20:00:00,2024-08-11,37.0,50,0.0,11.5,996.3,2
Dubai Motor City,2024-08-11 21:00:00,2024-08-11,37.7,45,0.0,10.1,997.0,1
Dubai Motor City,2024-08-11 22:00:00,2024-08-11,37.4,46,0.0,8.0,997.3,1
Dubai Motor City,2024-08-11 23:00:00,2024-08-11,37.5,43,0.0,8.8,997.0,1
Dubai Motor City,2024-08-12 00:00:00,2024-08-12,37.5,43,0.0,7.2,997.0,1
Dubai Motor City,2024-08-12 01:00:00,2024-08-12,36.5,46,0.0,8.2,996.3,1
Dubai Motor City,2024-08-12 02:00:00,2024-08-12,36.5,49,0.0,7.5,996.3,0
Dubai Motor City,2024-08-12 03:00:00,2024-08-12,35.5,54,0.0,14.5,996.3,0
Dubai Motor City,2024-08-12 04:00:00,2024-08-12,35.2,55,0.0,10.7,996.3,0
Dubai Motor City,2024-08-12 05:00:00,2024-08-12,35.2,52,0.0,8.2,996.3,1
Dubai Motor City,2024-08-12 06:00:00,2024-08-12,34.2,57,0.0,9.7,997.0,1
Dubai Motor City,2024-08-12 07:00:00,2024-08-12,34.5,58,0.0,9.2,997.3,1
Dubai Motor City,2024-08-12 08:00:00,2024-08-12,37.0,42,0.0,12.0,997.3,1
Dubai Motor City,2024-08-12 09:00:00,2024-08-12,38.7,38,0.0,16.0,998.0,1
Dubai Motor City,2024-08-12 10:00:00,2024-08-12,40.0,35,0.0,19.0,998.0,0
Dubai Motor City,2024-08-12 11:00:00,2024-08-12,42.0,31,0.0,14.0,998.0,0
Dubai Motor City,2024-08-12 12:00:00,2024-08-12,43.0,28,0.0,14.0,997.3,0
Dubai Motor City,2024-08-12 13:00:00,2024-08-12,41.0,40,0.0,25.5,997.0,0
Dubai Motor City,2024-08-12 14:00:00,2024-08-12,41.7,35,0.0,25.5,996.3,0
Dubai Motor City,2024-08-12 15:00:00,2024-08-12,41.0,38,0.0,23.5,996.0,0
Dubai Motor City,2024-08-12 16:00:00,2024-08-12,40.7,43,0.0,26.0,996.0,1
Dubai Motor City,2024-08-12 17:00:00,2024-08-12,40.0,47,0.0,23.0,995.3,1
Dubai Motor City,2024-08-12 18:00:00,2024-08-12,38.7,51,0.0,19.7,996.3,1
Dubai Motor City,2024-08-12 19:00:00,2024-08-12,38.0,49,0.0,12.5,996.3,2
Dubai Motor City,2024-08-12 20:00:00,2024-08-12,37.7,48,0.0,10.0,996.3,0
Dubai Motor City,2024-08-12 21:00:00,2024-08-12,37.7,45,0.0,6.7,997.3,0
Dubai Motor City,2024-08-12 22:00:00,2024-08-12,37.7,44,0.0,11.2,998.0,0
Dubai Motor City,2024-08-12 23:00:00,2024-08-12,38.5,39,0.0,8.5,998.3,0
Dubai Motor City,2024-08-13 00:00:00,2024-08-13,37.5,41,0.0,10.0,998.3,0
Dubai Motor City,2024-08-13 01:00:00,2024-08-13,37.2,40,0.0,10.0,998.0,0
Dubai Motor City,2024-08-13 02:00:00,2024-08-13,36.2,43,0.0,9.9,997.3,0
Dubai Motor City,2024-08-13 03:00:00,2024-08-13,36.2,50,0.0,8.8,997.3,0
Dubai Motor City,2024-08-13 04:00:00,2024-08-13,35.1,60,0.0,10.6,997.7,0
Dubai Motor City,2024-08-13 05:00:00,2024-08-13,34.7,61,0.0,14.3,998.0,0
Dubai Motor City,2024-08-13 06:00:00,2024-08-13,34.0,66,0.0,15.9,998.3,0
Dubai Motor City,2024-08-13 07:00:00,2024-08-13,34.5,62,0.0,16.2,999.2,0
Dubai Motor City,2024-08-13 08:00:00,2024-08-13,36.7,49,0.0,17.5,999.3,0
Dubai Motor City,2024-08-13 09:00:00,2024-08-13,38.5,39,0.0,16.7,1000.3,0
Dubai Motor City,2024-08-13 10:00:00,2024-08-13,40.0,34,0.0,19.1,1000.3,0
Dubai Motor City,2024-08-13 11:00:00,2024-08-13,41.3,30,0.0,14.9,1000.3,0
Dubai Motor City,2024-08-13 12:00:00,2024-08-13,42.3,29,0.0,12.5,999.3,0
Dubai Motor City,2024-08-13 13:00:00,2024-08-13,43.8,28,0.0,10.3,998.8,1
Dubai Motor City,2024-08-13 14:00:00,2024-08-13,42.0,37,0.0,20.4,998.3,0
Dubai Motor City,2024-08-13 15:00:00,2024-08-13,41.3,41,0.0,22.8,998.0,0
Dubai Motor City,2024-08-13 16:00:00,2024-08-13,40.9,42,0.0,21.0,997.6,1
Dubai Motor City,2024-08-13 17:00:00,2024-08-13,40.0,43,0.0,21.7,997.3,1
Dubai Motor City,2024-08-13 18:00:00,2024-08-13,39.0,44,0.0,15.7,997.3,1
Dubai Motor City,2024-08-13 19:00:00,2024-08-13,38.8,42,0.0,10.1,997.9,2
Dubai Motor City,2024-08-13 20:00:00,2024-08-13,38.7,43,0.0,10.7,998.3,1
Dubai Motor City,2024-08-13 21:00:00,2024-08-13,38.7,40,0.0,8.8,999.3,1
Dubai Motor City,2024-08-13 22:00:00,2024-08-13,38.3,50,0.0,14.9,999.6,1
Dubai Motor City,2024-08-13 23:00:00,2024-08-13,36.7,57,0.0,17.5,999.3,1
Dubai Motor City,2024-08-14 00:00:00,2024-08-14,35.7,60,0.0,15.4,999.3,1
Dubai Motor City,2024-08-14 01:00:00,2024-08-14,35.0,60,0.0,14.3,999.0,0
Dubai Motor City,2024-08-14 02:00:00,2024-08-14,34.7,61,0.0,18.6,998.3,0
Dubai Motor City,2024-08-14 03:00:00,2024-08-14,34.5,62,0.0,13.3,998.3,0
Dubai Motor City,2024-08-14 04:00:00,2024-08-14,33.7,65,0.0,18.0,998.8,0
Dubai Motor City,2024-08-14 05:00:00,2024-08-14,33.7,64,0.0,17.5,999.3,0
Dubai Motor City,2024-08-14 06:00:00,2024-08-14,33.5,65,0.0,17.5,1000.0,1
Dubai Motor City,2024-08-14 07:00:00,2024-08-14,33.7,65,0.0,20.1,1000.9,1
Dubai Motor City,2024-08-14 08:00:00,2024-08-14,34.7,61,0.0,23.2,1001.3,0
Dubai Motor City,2024-08-14 09:00:00,2024-08-14,36.7,52,0.0,23.1,1001.3,0
Dubai Motor City,2024-08-14 10:00:00,2024-08-14,38.9,44,0.0,18.8,1001.5,0
Dubai Motor City,2024-08-14 11:00:00,2024-08-14,41.5,34,0.0,17.5,1000.5,0
Dubai Motor City,2024-08-14 12:00:00,2024-08-14,42.3,32,0.0,12.5,1000.3,0
Dubai Motor City,2024-08-14 13:00:00,2024-08-14,43.4,30,0.0,11.7,999.6,0
Dubai Motor City,2024-08-14 14:00:00,2024-08-14,40.3,46,0.0,24.9,999.0,0
Dubai Motor City,2024-08-14 15:00:00,2024-08-14,40.3,40,0.0,22.8,998.3,0
Dubai Motor City,2024-08-14 16:00:00,2024-08-14,40.3,41,0.0,21.7,998.4,0
Dubai Motor City,2024-08-14 17:00:00,2024-08-14,40.0,43,0.0,18.0,998.3,0
Dubai Motor City,2024-08-14 18:00:00,2024-08-14,39.7,43,0.0,14.0,998.3,1
Dubai Motor City,2024-08-14 19:00:00,2024-08-14,39.0,46,0.0,14.3,998.5,1
Dubai Motor City,2024-08-14 20:00:00,2024-08-14,38.5,47,0.0,10.6,999.0,0
Dubai Motor City,2024-08-14 21:00:00,2024-08-14,38.5,50,0.0,10.1,999.3,0
Dubai Motor City,2024-08-14 22:00:00,2024-08-14,37.6,52,0.0,9.9,999.8,0
Dubai Motor City,2024-08-14 23:00:00,2024-08-14,37.5,52,0.0,13.8,1000.0,0
Dubai Motor City,2024-08-15 00:00:00,2024-08-15,36.7,54,0.0,13.0,1000.0,0
Dubai Motor City,2024-08-15 01:00:00,2024-08-15,36.0,56,0.0,10.1,999.5,0
Dubai Motor City,2024-08-15 02:00:00,2024-08-15,35.7,56,0.0,11.5,999.3,0
Dubai Motor City,2024-08-15 03:00:00,2024-08-15,34.7,61,0.0,13.3,999.0,0
Dubai Motor City,2024-08-15 04:00:00,2024-08-15,34.6,61,0.0,16.0,998.9,0
Dubai Motor City,2024-08-15 05:00:00,2024-08-15,33.7,64,0.0,15.5,999.3,0
Dubai Motor City,2024-08-15 06:00:00,2024-08-15,33.7,64,0.0,16.0,1000.3,1
Dubai Motor City,2024-08-15 07:00:00,2024-08-15,33.7,66,0.0,18.1,1000.8,1
Dubai Motor City,2024-08-15 08:00:00,2024-08-15,35.0,60,0.0,18.6,1001.0,0
Dubai Motor City,2024-08-15 09:00:00,2024-08-15,37.0,49,0.0,16.7,1001.3,0
Dubai Motor City,2024-08-15 10:00:00,2024-08-15,39.1,41,0.0,11.7,1001.0,0
Dubai Motor City,2024-08-15 11:00:00,2024-08-15,41.0,33,0.0,12.0,1000.3,0
Dubai Motor City,2024-08-15 12:00:00,2024-08-15,43.0,28,0.0,11.2,999.3,0
Dubai Motor City,2024-08-15 13:00:00,2024-08-15,39.7,49,0.0,22.8,998.9,0
Dubai Motor City,2024-08-15 14:00:00,2024-08-15,40.3,47,0.0,18.6,998.3,0
Dubai Motor City,2024-08-15 15:00:00,2024-08-15,40.0,44,0.0,16.2,998.0,0
Dubai Motor City,2024-08-15 16:00:00,2024-08-15,40.4,44,0.0,19.1,997.5,0
Dubai Motor City,2024-08-15 17:00:00,2024-08-15,40.0,45,0.0,19.6,997.0,0
Dubai Motor City,2024-08-15 18:00:00,2024-08-15,39.3,43,0.0,13.5,997.0,0
Dubai Motor City,2024-08-15 19:00:00,2024-08-15,38.9,43,0.0,15.4,996.8,2
Dubai Motor City,2024-08-15 20:00:00,2024-08-15,37.7,48,0.0,15.7,997.0,1
Dubai Motor City,2024-08-15 21:00:00,2024-08-15,37.0,49,0.0,13.3,997.3,0
Dubai Motor City,2024-08-15 22:00:00,2024-08-15,36.1,55,0.0,9.4,998.0,0
Dubai Motor City,2024-08-15 23:00:00,2024-08-15,35.7,56,0.0,7.4,998.3,0
Dubai Motor City,2024-08-16 00:00:00,2024-08-16,35.5,56,0.0,8.5,997.3,0
Dubai Motor City,2024-08-16 01:00:00,2024-08-16,35.3,58,0.0,6.2,997.4,0
Dubai Motor City,2024-08-16 02:00:00,2024-08-16,35.2,56,0.0,8.5,997.0,0
Dubai Motor City,2024-08-16 03:00:00,2024-08-16,34.5,59,0.0,5.0,996.3,0
Dubai Motor City,2024-08-16 04:00:00,2024-08-16,34.7,56,0.0,6.7,996.8,0
Dubai Motor City,2024-08-16 05:00:00,2024-08-16,34.0,56,0.0,4.6,997.0,1
Dubai Motor City,2024-08-16 06:00:00,2024-08-16,34.5,53,0.0,7.2,997.3,2
Dubai Motor City,2024-08-16 07:00:00,2024-08-16,34.3,54,0.0,10.1,997.4,1
Dubai Motor City,2024-08-16 08:00:00,2024-08-16,35.5,50,0.0,8.0,997.3,1
Dubai Motor City,2024-08-16 09:00:00,2024-08-16,36.7,46,0.0,5.6,997.3,1
Dubai Motor City,2024-08-16 10:00:00,2024-08-16,38.8,41,0.0,7.2,997.5,1
Dubai Motor City,2024-08-16 11:00:00,2024-08-16,40.0,42,0.0,14.2,997.0,0
Dubai Motor City,2024-08-16 12:00:00,2024-08-16,40.3,42,0.0,14.2,996.3,0
Dubai Motor City,2024-08-16 13:00:00,2024-08-16,39.8,46,0.0,18.0,995.7,0
Dubai Motor City,2024-08-16 14:00:00,2024-08-16,39.3,47,0.0,21.7,995.0,0
Dubai Motor City,2024-08-16 15:00:00,2024-08-16,39.0,48,0.0,22.2,994.3,0
Dubai Motor City,2024-08-16 16:00:00,2024-08-16,38.6,46,0.0,18.0,994.1,0
Dubai Motor City,2024-08-16 17:00:00,2024-08-16,39.0,44,0.0,15.7,994.0,0
Dubai Motor City,2024-08-16 18:00:00,2024-08-16,39.0,39,0.0,12.5,994.0,1
Dubai Motor City,2024-08-16 19:00:00,2024-08-16,38.4,43,0.0,8.0,994.3,1
Dubai Motor City,2024-08-16 20:00:00,2024-08-16,38.0,42,0.0,9.3,995.0,0
Dubai Motor City,2024-08-16 21:00:00,2024-08-16,37.7,32,0.0,9.9,995.3,0
Dubai Motor City,2024-08-16 22:00:00,2024-08-16,37.2,38,0.0,9.3,995.9,0
Dubai Motor City,2024-08-16 23:00:00,2024-08-16,36.5,41,0.0,12.6,996.0,0
Dubai Motor City,2024-08-17 00:00:00,2024-08-17,36.5,42,0.0,11.1,995.3,0
Dubai Motor City,2024-08-17 01:00:00,2024-08-17,35.1,62,0.0,15.4,995.6,0
Dubai Motor City,2024-08-17 02:00:00,2024-08-17,33.7,67,0.0,18.8,995.3,0
Dubai Motor City,2024-08-17 03:00:00,2024-08-17,33.7,67,0.0,21.5,995.3,1
Dubai Motor City,2024-08-17 04:00:00,2024-08-17,33.3,66,0.0,23.2,995.5,1
Dubai Motor City,2024-08-17 05:00:00,2024-08-17,32.7,71,0.0,22.4,995.3,2
Dubai Motor City,2024-08-17 06:00:00,2024-08-17,32.7,68,0.0,21.4,996.3,2
Dubai Motor City,2024-08-17 07:00:00,2024-08-17,33.0,67,0.0,20.9,997.0,2
Dubai Motor City,2024-08-17 08:00:00,2024-08-17,33.7,64,0.0,28.8,997.3,2
Dubai Motor City,2024-08-17 09:00:00,2024-08-17,35.5,58,0.0,30.4,998.3,2
Dubai Motor City,2024-08-17 10:00:00,2024-08-17,36.8,53,0.0,27.8,998.3,2
Dubai Motor City,2024-08-17 11:00:00,2024-08-17,38.5,49,0.0,27.7,997.5,0
Dubai Motor City,2024-08-17 12:00:00,2024-08-17,39.9,45,0.0,23.6,997.1,0
Dubai Motor City,2024-08-17 13:00:00,2024-08-17,40.5,42,0.0,19.8,996.6,2
Dubai Motor City,2024-08-17 14:00:00,2024-08-17,41.0,40,0.0,24.1,996.3,0
Dubai Motor City,2024-08-17 15:00:00,2024-08-17,40.7,42,0.0,27.8,995.3,0
Dubai Motor City,2024-08-17 16:00:00,2024-08-17,39.8,44,0.0,30.3,995.4,1
Dubai Motor City,2024-08-17 17:00:00,2024-08-17,38.5,46,0.0,31.8,995.3,2
Dubai Motor City,2024-08-17 18:00:00,2024-08-17,37.7,49,0.0,25.4,995.3,2
Dubai Motor City,2024-08-17 19:00:00,2024-08-17,36.2,53,0.0,26.8,996.2,3
Dubai Motor City,2024-08-17 20:00:00,2024-08-17,35.5,54,0.0,26.3,996.3,3
Dubai Motor City,2024-08-17 21:00:00,2024-08-17,34.7,56,0.0,23.2,997.3,2
Dubai Motor City,2024-08-17 22:00:00,2024-08-17,34.1,58,0.0,24.1,998.2,3
Dubai Motor City,2024-08-17 23:00:00,2024-08-17,33.5,62,0.0,24.6,998.3,2
Dubai Motor City,2024-08-18 00:00:00,2024-08-18,32.7,64,0.0,28.2,997.3,2
Dubai Motor City,2024-08-18 01:00:00,2024-08-18,33.0,63,0.0,28.3,997.4,2
Dubai Motor City,2024-08-18 02:00:00,2024-08-18,32.7,63,0.0,26.3,997.3,2
Dubai Motor City,2024-08-18 03:00:00,2024-08-18,32.7,60,0.0,25.1,997.3,3
Dubai Motor City,2024-08-18 04:00:00,2024-08-18,32.4,64,0.0,28.8,997.8,4
Dubai Motor City,2024-08-18 05:00:00,2024-08-18,32.7,61,0.0,27.4,998.3,3
Dubai Motor City,2024-08-18 06:00:00,2024-08-18,32.7,61,0.0,23.6,999.0,4
Dubai Motor City,2024-08-18 07:00:00,2024-08-18,32.6,65,0.0,26.9,999.9,4
Dubai Motor City,2024-08-18 08:00:00,2024-08-18,33.0,66,0.0,30.4,1000.3,4
Dubai Motor City,2024-08-18 09:00:00,2024-08-18,34.0,60,0.0,33.5,1001.3,0
